5.507590343021365187e-02,5.035965836425299741e-02
5.584576124042654743e-02,2.434811684246001792e-02
5.512099566691297525e-02,4.026786527706154722e-02
5.542196603075298655e-02,6.353577559186240897e-02
5.424362952723108672e-02,3.549479017794834879e-02
5.290091757860219956e-02,2.846017547522597391e-02
5.497600767619820888e-02,3.380431741865568690e-02
5.137380969296885536e-02,3.649904663009846673e-02
4.960177302363642099e-02,3.922362430729608301e-02
5.113279146922628665e-02,3.353703029493995680e-02
5.012325736225919925e-02,5.492363976599343861e-02
4.827085082632658758e-02,3.147238888017075270e-02
4.995538874630231496e-02,5.392520501805884298e-02
5.240571560441319166e-02,8.040441023547460764e-02
5.535035914912307675e-02,4.022122787991734560e-02
5.432576473233632908e-02,2.604151840795603662e-02
4.822690434647457919e-02,4.802952461275430268e-02
4.791318061225390695e-02,2.805432002006607792e-02
4.951858403900926547e-02,3.363650882945212750e-02
5.237074965036870450e-02,5.542793454744200654e-02
4.877436113262692552e-02,4.470649596829347205e-02
4.494156859033872353e-02,3.910904868221135033e-02
1.015296594750018655e-01,4.053272625540736696e-02
4.669535218549430294e-02,4.954036615756158418e-02
4.913150977107146045e-02,4.566443518925682177e-02
4.898935912872465909e-02,5.274417396545330594e-02
5.135585264624889512e-02,4.863688763942403820e-02
5.102098641269108004e-02,3.120912948873198409e-02
4.836691606677821081e-02,2.469250770207885928e-02
4.809131965549374998e-02,5.727276514464740148e-02
4.736822269820233772e-02,3.931705209612943591e-02
4.649932093853841042e-02,2.445620205212886006e-02
4.882694123794914520e-02,2.481933860034081507e-02
4.943109692881739181e-02,1.669561033265122216e-02
4.045033529370010289e-02,2.152177522153696926e-02
4.229220275003297419e-02,1.949141171317336427e-02
4.164230879487396120e-02,4.530090229572207583e-02
4.130885549764407028e-02,7.536214236253031828e-02
5.503112775316647970e-02,5.641129508383287139e-02
5.594662615977499115e-02,6.563548431290232299e-02
5.268511399172433329e-02,3.866494895669510962e-02
5.391107559224006529e-02,3.566465629601831000e-02
4.888655770298027531e-02,5.588440457069184658e-02
4.591360496811780489e-02,3.921355305463356672e-02
4.889585707240722001e-02,2.315302114782397808e-02
5.111464582794774530e-02,2.719533748332308293e-02
4.610296154931545903e-02,4.872196594119859725e-02
4.716708351965560875e-02,2.127497741071642662e-02
5.078724454846562930e-02,3.544804377703204834e-02
5.046545416777121346e-02,1.953528948788258238e-02
4.875302948068914455e-02,4.420154131252924945e-02
4.543073121295614775e-02,2.351807613913537917e-02
4.646089268922150989e-02,3.006190204049180234e-02
4.995278470744667076e-02,4.403156512551388568e-02
4.638891392998300417e-02,2.943748033643706075e-02
