6.367823813291441891e-03,1.906369639297533780e-02
1.708530551354663085e-02,-5.777853604998561821e-02
3.464769767070789014e-02,-3.596943399335117419e-02
2.293506792813604020e-02,9.188417401103521343e-02
2.751224089691418559e-02,-2.164732811372616084e-02
3.086657088295235649e-02,2.112830109660155387e-01
2.772558663368748441e-02,-1.296036300628475857e-01
2.206477769533646272e-02,2.584275309242656249e-02
7.138769508089248816e-01,-6.885602204809515570e-02
1.395324899488303405e+00,3.726725714453644756e-01
2.783533882126672521e-01,1.762598829687952673e+00
2.929483283384972103e-01,6.468302058922397180e-01
1.476073408078763249e-01,3.337013256365771952e+00
1.660482039275061328e-01,-2.414434501670783551e+00
1.057374979095392353e-01,1.205816337861831400e-01
5.511098527518972640e-02,1.312874480549419687e-01
1.092738757324115129e-01,-5.288370922159213450e-02
7.610738495699106987e-02,1.717771513889037038e-01
6.421845637616642455e-02,5.445336360983787927e-02
1.050817958548194153e-01,4.970916275192394096e-02
5.223470309970973391e-02,2.708739422731909485e-02
1.566350217790153654e-01,3.704563122659720875e-02
1.599469590605678004e-01,2.707899867415846096e-01
1.968947917438223505e-01,6.586208896567313786e-02
8.517220744809528288e-02,3.110177962522850947e-01
5.931350365710526956e-02,1.827381732171318163e-01
1.574796649127267190e-01,-5.349965043954263422e-02
1.277077347039459465e-01,1.489586842299779335e-01
5.558466748071739377e-02,2.245620582953780087e-01
1.070292057330043262e-01,-8.412635069732132820e-02
1.007386370117960006e-01,1.326295923233722363e-01
1.476821999769559468e-01,1.664596168450209746e-01
8.431252806682532075e-02,1.382259866512427493e-01
2.485870292579799579e-01,2.499238394884528702e-03
1.680065853027233602e-01,2.568136213763834164e-01
8.790465241332585944e-02,9.429816864493822948e-02
1.421995131854428829e-01,1.728554519762646180e-01
1.878297037110236711e-01,3.514955690940624322e-02
1.576775402985061969e-01,3.287337994820793696e-01
1.573617244581353991e-01,2.178463142914388584e-01
9.516487526608737035e-02,1.351929859300815551e-01
1.073905108524549346e-01,2.003437097055638105e-04
6.412996321043816506e-02,2.570595168034195410e-01
5.394258811711075130e-02,-2.244515981126884441e-01
7.642410729758633559e-02,1.857404478803470482e-01
5.159563269612192637e-02,2.272584249801816725e-01
1.489090720125177958e-01,-1.412738644914615094e-01
2.550768021038276046e-01,1.995299045976164365e-01
1.227717202166257043e-01,2.011537432530090541e-01
4.125612629589311270e-02,1.749899102161887043e-01
2.880107616712045127e-02,7.818086369553078896e-02
9.674183256115530261e-02,-7.668501632076285546e-02
5.470280800250305192e-02,1.404105684731256076e-01
2.190855127872212010e-02,1.051097435743999498e-01
2.784971583418371921e-02,7.270549930991077048e-02
8.623883169417376204e-02,-2.435427377491734546e-01
7.343922978896733067e-02,2.306320327914583856e-01
3.624980208963154982e-02,9.727130550534379694e-02
6.044188909371227963e-02,2.985164818465602110e-02
1.237160725367609376e-01,2.767928771142624811e-02
7.191269122310124662e-02,4.598749082343545069e-02
7.170768163150213759e-02,8.186201098030032597e-02
7.474593629464432176e-02,3.068825756588218212e-01
1.509381243838968656e-01,-2.604529969244673282e-02
1.769438959214362783e-01,1.651281353596694146e-01
8.442101151649282487e-02,1.251478175599913811e-01
7.819432907244393272e-02,-7.832846272169469160e-02
6.376553505501894592e-02,9.176940574748293500e-02
6.508513919943051396e-02,1.317804200664198788e-01
4.356634927095728860e-02,2.443170544397812449e-01
1.187201158201950935e-01,-1.537914000310980356e-02
7.824916723335673119e-02,3.373327754934241085e-02
4.105849730444507267e-02,8.709041976066345114e-02
1.266022607788627463e-01,1.172841265237618558e-01
6.060695592034127249e-02,4.559174901343432396e-02
3.878473021145070060e-02,1.981069529602343948e-01
3.482593319581461094e-02,-4.292518817712753787e-02
9.264446559903191658e-02,3.062960071726728017e-02
4.978348836722672893e-02,8.493777383049483376e-02
1.019989897946888407e-01,7.834689991248655616e-02
5.103438024109625132e-02,8.158754596178141583e-02
2.146605091583917921e-02,6.021545846537357249e-02
3.111131775609731615e-02,4.266556543456445638e-02
1.928611845941363007e-02,2.147141942569952278e-02
2.181656157780310912e-02,-9.960967964589784174e-02
4.713472757445412442e-02,2.942967677010166483e-02
3.505097867579672066e-02,1.051761452472099734e-02
8.559056909948947744e-02,1.398442925563454509e-01
4.443016452062154009e-02,1.178340768677621497e-01
1.370910097962282637e-01,-7.665672970727399615e-02
5.733125558543237382e-02,1.017947850363398743e-01
1.336861553997933660e-01,1.753856555863251288e-01
1.232704386331417573e-01,-1.711304728038065548e-02
4.493654154434648801e-02,3.031498588709222730e-01
2.995770959403733918e-02,-5.214650514369623124e-02
1.515444857316634031e-01,1.188570915633491154e-02
9.370345616443537251e-02,9.271814860557459070e-02
4.605164740977048948e-02,1.973014450711350065e-01
5.199285968854710366e-02,1.585702897370371289e-01
7.426490320526782374e-02,1.497296368982325987e-01
4.954606972234019274e-02,3.502649217472075804e-02
5.921182908769361680e-02,-5.856698907016877342e-02
6.979728415370829719e-02,6.895460330628289114e-02
9.820455742231928853e-02,-8.460621968152537420e-02
9.689347514604476630e-02,1.020160971440660092e-01
6.971586770883221595e-02,2.146119622028077600e-01
3.299620176634927154e-02,1.901826264582595627e-02
4.690739883908912750e-02,-4.166744729196736330e-02
1.027323952842693622e-01,1.204329112688160563e-01
1.038345849104632401e-01,1.715729150537708136e-01
1.040506924444276338e-01,-2.393078697937767174e-02
9.468007894263556767e-02,1.532953677239472512e-01
9.065976135620927578e-02,4.102988299147192208e-02
8.017299917648783303e-02,2.415099996559106899e-01
5.185852629725288404e-02,4.846727187588939501e-02
4.495462636621060104e-02,3.359566606709130099e-02
4.350109830316171988e-02,-1.192141972372127157e-01
1.034964733322039754e+00,3.983436332100609434e-02
8.528572703456179793e-01,1.734885956309598853e+00
4.046710439764657913e-02,8.576378246355726986e-01
3.671521281717473467e-02,5.437749966223925924e-02
3.441376673703281514e-02,-6.969635745367241952e-02
8.272324134098767157e-02,-8.301580538382502539e-02
2.458105293503790728e-02,1.846212008599579235e-02
2.489710497800796951e-02,4.657402511252684008e-02
1.487547921487488573e-02,-9.787138979574194764e-02
5.834210444443022059e-02,3.048882870087510355e-02
1.505307048615312226e-01,1.028549979452897389e-01
5.413935120735167972e-02,4.109587324778374295e-02
3.707650829644425217e-02,1.279104696286683662e-01
2.798275337208417160e-02,8.644945415255023136e-02
2.615775198446418717e-02,1.334147881520664214e-02
5.637111006842775857e-02,-1.775442953349148922e-02
3.906909056106374484e-02,1.406266664283499779e-01
1.037014167669449843e-01,1.434245318682130232e-01
1.037343149796858821e-01,-1.372636497898138686e-01
1.855945808301236455e-01,2.574272641801362838e-01
1.245530819134637868e-01,2.635129524880994722e-01
1.639371303793142054e-01,5.774291239181295055e-02
4.132210887210679973e-01,1.271111032548333242e-02
1.789333042682977326e-01,4.832798409742586898e-01
1.531534456613225514e-01,4.761497887673780127e-01
4.421299091031522660e-02,1.335004943130364552e-01
5.919311062203393495e-03,-7.605316614359836080e-02
2.241700215549868869e-02,-6.825318156641202449e-02
2.904748963165358286e-02,-7.391683415766792109e-03
